date,open,high,low,close
1639681200000,47976.84000000,48944.37000000,47666.49000000,47877.30000000
1639684800000,47857.59000000,48382.69000000,47048.29000000,47931.08000000
1639688400000,47929.53000000,48944.37000000,47900.01000000,48090.51000000
1639692000000,48084.49000000,48166.82000000,47528.55000000,47821.27000000
1639695600000,47816.54000000,47816.55000000,47532.86000000,47626.64000000
1639699200000,47632.39000000,47964.01000000,47343.25000000,47799.48000000
1639702800000,47777.71000000,48212.54000000,47048.29000000,47848.00000000
1639706400000,47837.69000000,47868.01000000,47633.96000000,47813.74000000
1639710000000,47791.57000000,47810.38000000,47650.01000000,47766.07000000
1639713600000,47766.07000000,47944.05000000,47700.00000000,47913.02000000
1639717200000,47913.01000000,47950.00000000,47599.66000000,47702.83000000
1639720800000,47702.82000000,47954.59000000,47284.82000000,47421.28000000
1639724400000,47419.94000000,48795.46000000,46757.79000000,47016.75000000
1639728000000,47009.50000000,47298.63000000,46791.41000000,47134.82000000
1639731600000,47134.82000000,47280.83000000,46270.65000000,47226.29000000
1639735200000,47225.42000000,47246.75000000,46268.55000000,46949.10000000
1639738800000,46949.22000000,47234.85000000,45729.67000000,47112.44000000
1639742400000,47111.37000000,47238.37000000,46817.71000000,47028.40000000
1639746000000,47039.44000000,47375.57000000,46888.89000000,46955.42000000
1639749600000,46950.03000000,47375.57000000,38622.35000000,45965.92000000
1639753200000,45952.00000000,47375.57000000,38622.35000000,46527.68000000
1639756800000,46528.77000000,47837.98000000,38622.35000000,47099.27000000
1639760400000,47080.01000000,47837.98000000,38622.35000000,46766.40000000
1639764000000,46766.39000000,47837.98000000,38622.35000000,46984.62000000
1639767600000,46989.29000000,47837.98000000,46268.55000000,46763.37000000
1639771200000,46765.66000000,46826.70000000,46167.22000000,46208.01000000
1639774800000,46200.00000000,47222.54000000,46122.40000000,46857.97000000
1639778400000,46849.23000000,46962.53000000,45553.06000000,46520.43000000
1639782000000,46543.78000000,46596.43000000,46090.86000000,46126.17000000
1639785600000,46134.52000000,46379.58000000,40000.00000000,45553.06000000
1639789200000,44952.04000000,46357.70000000,44952.04000000,45662.96000000
1639792800000,45661.02000000,45980.00000000,38622.35000000,45717.56000000
1639796400000,45696.23000000,47837.98000000,38622.35000000,46268.55000000
1639800000000,46268.55000000,47837.98000000,38622.35000000,46396.00000000
1639803600000,46393.07000000,46853.51000000,46044.86000000,46600.00000000
1639807200000,46585.56000000,46770.40000000,46268.55000000,46332.38000000
1639810800000,46332.39000000,46467.89000000,46310.30000000,46364.09000000
1639814400000,46364.98000000,46662.40000000,46198.52000000,46331.98000000
1639818000000,46331.98000000,46848.49000000,46328.40000000,46832.49000000
1639821600000,46832.49000000,47837.98000000,46708.95000000,47302.74000000
1639825200000,47305.92000000,47461.04000000,46939.84000000,47064.41000000
1639828800000,47065.56000000,47837.98000000,36691.24000000,47045.67000000
1639832400000,47035.50000000,47143.30000000,36691.24000000,46640.34000000
1639836000000,46632.84000000,47041.16000000,46607.23000000,47009.02000000
1639839600000,47008.70000000,47233.98000000,46776.93000000,46868.22000000
1639843200000,46860.00000000,47837.98000000,46754.81000000,46802.38000000
1639846800000,46799.93000000,47035.90000000,46513.25000000,46655.28000000
1639850400000,46665.12000000,47837.98000000,46455.04000000,46724.91000000
1639854000000,46725.91000000,47844.63000000,45791.55000000,46643.56000000
1639857600000,46643.69000000,47234.00000000,46383.89000000,46864.56000000
1639861200000,46864.56000000,47234.00000000,46744.47000000,46944.61000000
1639864800000,46942.93000000,47234.00000000,36691.24000000,46773.84000000
1639868400000,46773.85000000,46999.97000000,45791.55000000,46832.31000000
1639872000000,46834.48000000,47033.00000000,46550.01000000,46660.82000000
1639875600000,46664.34000000,46819.92000000,46030.05000000,46573.74000000
1639879200000,46570.00000000,47242.51000000,46517.63000000,47150.00000000
1639882800000,47150.01000000,47883.11000000,36691.24000000,47710.96000000
1639886400000,47716.69000000,48057.97000000,47716.69000000,47892.74000000
1639890000000,47892.74000000,48056.00000000,36691.24000000,47600.00000000
1639893600000,47600.00000000,47691.99000000,47450.00000000,47480.87000000
1639897200000,47458.73000000,47864.30000000,36691.24000000,47515.18000000
1639900800000,47516.05000000,48092.62000000,47421.12000000,47474.62000000
1639904400000,47473.06000000,48450.00000000,36691.24000000,47102.02000000
1639908000000,47085.00000000,48450.00000000,36691.24000000,47124.79000000
1639911600000,47125.01000000,47353.80000000,46124.00000000,47152.69000000
1639915200000,47152.69000000,47403.75000000,46744.75000000,47250.62000000
1639918800000,47252.99000000,47544.97000000,46744.75000000,47544.97000000
1639922400000,47544.97000000,48015.70000000,46744.71000000,47395.56000000
1639926000000,47393.21000000,47465.26000000,47150.01000000,47234.57000000
1639929600000,47234.54000000,47478.72000000,47002.24000000,47162.58000000
1639933200000,47159.92000000,47235.21000000,46800.86000000,47139.13000000
1639936800000,47141.22000000,47178.90000000,46885.06000000,47119.15000000
1639940400000,47119.59000000,47220.00000000,46605.32000000,46672.45000000
1639944000000,46673.91000000,47049.11000000,46603.49000000,46777.63000000
1639947600000,46776.39000000,47047.83000000,46633.42000000,46730.36000000
1639951200000,46720.00000000,47547.75000000,46659.53000000,47310.00000000
1639954800000,47296.67000000,48015.70000000,46603.49000000,46681.22000000
1639958400000,46680.38000000,47766.00000000,46196.35000000,46875.16000000
1639962000000,46877.38000000,47186.49000000,46493.20000000,46623.96000000
1639965600000,46611.37000000,46827.73000000,46416.92000000,46725.60000000
1639969200000,46731.85000000,46831.10000000,46196.35000000,46685.04000000
1639972800000,46687.22000000,47010.25000000,46661.09000000,46976.71000000
1639976400000,46967.48000000,47203.99000000,46300.00000000,46431.49000000
1639980000000,46431.92000000,46652.33000000,46163.54000000,46553.00000000
1639983600000,46546.47000000,46553.00000000,46134.57000000,46426.71000000
1639987200000,46419.03000000,46669.05000000,46132.74000000,46278.90000000
1639990800000,46250.02000000,46303.80000000,45917.71000000,45917.71000000
1639994400000,45917.71000000,46131.65000000,45830.51000000,45873.26000000
1639998000000,45877.28000000,46256.73000000,45636.31000000,46087.12000000
1640001600000,46090.24000000,46287.41000000,45453.90000000,45730.01000000
1640005200000,45721.53000000,46287.41000000,45453.90000000,45708.92000000
1640008800000,45710.98000000,46482.50000000,45453.90000000,46299.78000000
1640012400000,46294.05000000,46482.50000000,45245.50000000,45972.48000000
1640016000000,45969.00000000,46482.50000000,45190.24000000,46387.01000000
1640019600000,46391.78000000,46482.50000000,46109.86000000,46117.41000000
1640023200000,46116.62000000,46482.50000000,45543.47000000,46250.00000000
1640026800000,46255.92000000,46494.75000000,46240.00000000,46494.75000000
1640030400000,46494.75000000,47209.00000000,46197.80000000,46988.20000000
1640034000000,47002.36000000,47541.00000000,46197.80000000,46962.59000000
1640037600000,46962.74000000,47242.88000000,45952.19000000,46746.20000000
1640041200000,46747.85000000,47337.84000000,45952.19000000,46914.19000000
1640044800000,46914.16000000,47337.84000000,46670.34000000,46803.93000000
1640048400000,46791.74000000,47108.39000000,45952.19000000,46943.92000000
1640052000000,46943.93000000,47337.84000000,46678.18000000,46947.18000000
1640055600000,46942.54000000,48081.92000000,46918.71000000,47932.21000000
1640059200000,47923.33000000,48814.02000000,47847.83000000,48575.47000000
1640062800000,48555.00000000,48759.95000000,48300.01000000,48604.98000000
1640066400000,48600.51000000,48696.11000000,48337.21000000,48543.01000000
1640070000000,48541.91000000,48655.77000000,48252.13000000,48576.01000000
1640073600000,48579.76000000,48942.21000000,48517.65000000,48567.45000000
1640077200000,48566.43000000,48783.81000000,48252.13000000,48592.48000000
1640080800000,48591.72000000,48775.00000000,48569.91000000,48657.85000000
1640084400000,48654.64000000,48884.72000000,48568.24000000,48857.36000000
1640088000000,48866.24000000,49308.06000000,48550.00000000,48743.71000000
1640091600000,48731.49000000,48971.63000000,48591.63000000,48909.49000000
1640095200000,48911.95000000,49088.55000000,48499.95000000,48632.99000000
1640098800000,48627.07000000,49220.00000000,48395.68000000,48418.48000000
1640102400000,48418.47000000,48745.20000000,48355.47000000,48684.69000000
1640106000000,48679.39000000,49339.08000000,48538.06000000,48650.63000000
1640109600000,48650.94000000,48694.26000000,48417.01000000,48450.00000000
1640113200000,48439.44000000,48654.86000000,48355.47000000,48619.70000000
1640116800000,48616.63000000,48791.00000000,48461.48000000,48604.65000000
1640120400000,48596.65000000,49158.94000000,48528.89000000,49088.86000000
1640124000000,49085.94000000,49342.79000000,48947.45000000,49283.97000000
1640127600000,49274.48000000,49282.33000000,48854.36000000,48896.09000000
1640131200000,48888.44000000,49124.39000000,48628.18000000,48648.92000000
1640134800000,48639.04000000,48950.00000000,48355.47000000,48822.41000000
1640138400000,48817.52000000,49535.00000000,48727.48000000,49332.19000000
1640142000000,49332.19000000,49409.45000000,49152.49000000,49234.11000000
1640145600000,49235.49000000,49392.04000000,49008.19000000,49311.77000000
1640149200000,49311.76000000,49331.35000000,48923.20000000,48958.00000000
1640152800000,48959.10000000,49220.17000000,48761.33000000,49057.20000000
1640156400000,49055.75000000,49299.27000000,49055.75000000,49206.45000000
1640160000000,49206.43000000,49530.66000000,49110.68000000,49263.66000000
1640163600000,49259.99000000,49324.59000000,48833.96000000,48941.33000000
1640167200000,48930.49000000,49149.53000000,48355.47000000,49084.17000000
1640170800000,49077.27000000,49327.03000000,48719.65000000,48981.00000000
1640174400000,48981.00000000,49237.54000000,48572.46000000,48578.36000000
1640178000000,48573.66000000,48778.25000000,48445.35000000,48560.00000000
1640181600000,48555.05000000,48985.00000000,48085.92000000,48807.06000000
1640185200000,48807.07000000,49020.93000000,48084.23000000,48879.29000000
1640188800000,48878.79000000,49399.61000000,48173.06000000,48996.98000000
1640192400000,48998.01000000,49099.98000000,48696.29000000,48702.08000000
1640196000000,48702.08000000,49097.74000000,48161.37000000,48585.93000000
1640199600000,48581.60000000,48946.66000000,48159.27000000,48929.69000000
1640203200000,48925.12000000,49200.00000000,48782.68000000,48962.20000000
1640206800000,48962.19000000,49135.31000000,48782.68000000,49047.11000000
1640210400000,49043.99000000,49115.36000000,48693.49000000,48977.00000000
1640214000000,48977.22000000,48986.58000000,48287.43000000,48595.12000000
1640217600000,48588.17000000,48671.09000000,48090.70000000,48289.08000000
1640221200000,48286.26000000,48479.10000000,48084.23000000,48470.62000000
1640224800000,48463.79000000,48729.19000000,48084.23000000,48352.15000000
1640228400000,48354.86000000,48683.46000000,48084.23000000,48518.96000000
1640232000000,48524.11000000,49020.23000000,48081.84000000,48362.23000000
1640235600000,48363.28000000,48564.00000000,48231.57000000,48380.32000000
1640239200000,48384.53000000,49399.61000000,48081.84000000,48473.23000000
1640242800000,48473.14000000,49406.54000000,48075.10000000,48126.28000000
1640246400000,48127.88000000,48617.23000000,48075.10000000,48339.91000000
1640250000000,48339.90000000,48419.99000000,48149.99000000,48377.45000000
1640253600000,48372.61000000,48571.43000000,48189.62000000,48414.49000000
1640257200000,48414.49000000,48762.51000000,48194.85000000,48355.45000000
1640260800000,48354.79000000,48762.51000000,48323.99000000,48614.56000000
1640264400000,48613.28000000,48853.82000000,48584.87000000,48614.45000000
1640268000000,48614.45000000,48700.00000000,48352.09000000,48599.23000000
1640271600000,48599.24000000,48912.30000000,48341.34000000,48819.34000000
1640275200000,48819.34000000,49150.45000000,48678.01000000,49080.99000000
1640278800000,49081.00000000,49584.21000000,49013.01000000,49584.21000000
1640282400000,49584.21000000,50763.70000000,48696.31000000,50551.44000000
1640286000000,50555.50000000,51414.29000000,50500.01000000,51100.45000000
1640289600000,51104.81000000,51161.86000000,50701.43000000,50914.28000000
1640293200000,50914.57000000,50975.44000000,50457.49000000,50824.38000000
1640296800000,50822.47000000,50994.67000000,50716.42000000,50756.45000000
1640300400000,50758.94000000,50913.54000000,50431.99000000,50800.63000000
1640304000000,50800.63000000,50963.02000000,50644.58000000,50894.01000000
1640307600000,50891.63000000,51368.98000000,50828.50000000,51350.02000000
1640311200000,51347.93000000,51516.69000000,51007.86000000,51044.38000000
1640314800000,51044.03000000,51251.39000000,50865.88000000,51027.02000000
1640318400000,51029.44000000,51098.87000000,50975.10000000,51002.44000000
1640322000000,51002.44000000,51175.33000000,50969.23000000,51016.08000000
1640325600000,50996.95000000,51071.17000000,50823.35000000,50928.39000000
1640329200000,50944.47000000,51196.48000000,50750.66000000,51006.68000000
1640332800000,50991.38000000,51154.05000000,50831.66000000,51094.06000000
1640336400000,51071.08000000,51386.33000000,51014.24000000,51111.90000000
1640340000000,51138.74000000,51546.65000000,51017.52000000,51173.55000000
1640343600000,51178.26000000,51429.73000000,51033.70000000,51033.70000000
1640347200000,51033.70000000,51133.73000000,50763.70000000,51057.92000000
1640350800000,50955.90000000,51221.07000000,50781.70000000,51095.58000000
1640354400000,50993.50000000,51361.83000000,50753.11000000,50816.76000000
1640358000000,50750.00000000,50992.46000000,50525.93000000,50992.46000000
1640361600000,50890.58000000,51361.83000000,50747.72000000,50910.68000000
1640365200000,50977.89000000,51143.25000000,50525.93000000,51041.07000000
1640368800000,51143.25000000,51550.76000000,51041.07000000,51487.41000000
1640372400000,51487.41000000,51778.98000000,51249.04000000,51249.04000000
1640376000000,51249.98000000,51410.46000000,50918.37000000,51128.81000000
1640379600000,51137.22000000,51505.29000000,50824.41000000,50871.59000000
1640383200000,50852.82000000,51129.39000000,50525.93000000,50839.54000000
1640386800000,50839.54000000,50941.27000000,50525.93000000,50795.17000000
1640390400000,50795.17000000,51139.53000000,50569.42000000,51078.32000000
1640394000000,51028.03000000,51278.47000000,50773.73000000,51018.09000000
1640397600000,51018.09000000,51227.74000000,50762.72000000,50834.78000000
1640401200000,50833.57000000,51094.20000000,50763.70000000,50792.67000000
1640404800000,50792.67000000,51151.49000000,50729.86000000,50729.86000000
1640408400000,50922.95000000,51087.67000000,50525.93000000,50940.89000000
1640412000000,50940.89000000,51121.27000000,50620.40000000,50968.00000000
1640415600000,50968.00000000,51159.71000000,50732.02000000,50845.10000000
1640419200000,50845.10000000,51124.76000000,50551.03000000,50951.49000000
1640422800000,50951.49000000,51017.52000000,50722.05000000,50860.48000000
1640426400000,50758.86000000,50918.37000000,50525.93000000,50676.41000000
1640430000000,50575.15000000,50850.80000000,50525.93000000,50697.12000000
1640433600000,50622.09000000,51055.59000000,50525.93000000,50769.18000000
1640437200000,50971.55000000,51008.86000000,50525.93000000,50892.24000000
1640440800000,50892.24000000,50960.03000000,50525.93000000,50810.00000000
1640444400000,50810.00000000,50925.53000000,50525.93000000,50828.16000000
1640448000000,50553.07000000,50907.44000000,50525.93000000,50525.93000000
1640451600000,50600.00000000,51505.29000000,50077.31000000,50864.55000000
1640455200000,50763.70000000,53035.17000000,50610.87000000,50838.34000000
1640458800000,50838.34000000,53918.51000000,50634.44000000,50992.15000000
1640462400000,50714.29000000,85000.00000000,50015.56000000,50988.96000000
1640466000000,50853.00000000,52533.62000000,50015.56000000,50976.00000000
1640469600000,50976.00000000,51269.76000000,50666.94000000,50666.94000000
1640473200000,50666.94000000,50838.71000000,50400.28000000,50545.67000000
1640476800000,50545.67000000,50666.94000000,50144.56000000,50144.56000000
1640480400000,50144.56000000,50822.72000000,50071.40000000,50373.72000000
1640484000000,50666.94000000,50703.01000000,50015.56000000,50015.56000000
1640487600000,50205.38000000,50666.94000000,50015.56000000,50309.11000000
1640491200000,50102.04000000,50933.61000000,50015.56000000,50015.56000000
1640494800000,50015.56000000,50666.94000000,49767.15000000,49866.94000000
1640498400000,50067.17000000,51247.94000000,49767.15000000,50066.46000000
1640502000000,49773.90000000,50109.96000000,49767.15000000,49840.15000000
1640505600000,50039.91000000,50144.10000000,49767.15000000,49767.15000000
1640509200000,50034.71000000,50666.94000000,49767.15000000,49878.94000000
1640512800000,49878.94000000,61441.47000000,49878.94000000,51647.11000000
1640516400000,51326.53000000,126000.00000000,49758.46000000,49758.46000000
1640520000000,49758.46000000,250000.00000000,49758.46000000,49758.46000000
1640523600000,49758.46000000,56121.26000000,49744.54000000,50993.75000000
1640527200000,50993.75000000,100000.00000000,49744.54000000,49890.81000000
1640530800000,49937.00000000,100500.00000000,49751.94000000,49878.18000000
1640534400000,60000.00000000,100000.00000000,49744.54000000,50205.23000000
1640538000000,50492.38000000,82000.00000000,49269.96000000,50046.08000000
1640541600000,50377.48000000,55927.59000000,49269.96000000,50591.65000000
1640545200000,50591.65000000,62350.96000000,50098.63000000,55000.00000000
1640548800000,54795.92000000,61099.35000000,53777.51000000,54795.92000000
1640552400000,54795.92000000,55000.00000000,49834.12000000,50774.36000000
1640556000000,50789.62000000,55343.88000000,50643.93000000,52046.59000000
1640559600000,52062.20000000,55000.00000000,51734.69000000,52572.46000000
1640563200000,52596.13000000,53758.94000000,52314.29000000,53229.30000000
1640566800000,53260.84000000,53408.37000000,53151.50000000,53328.18000000
1640570400000,53346.56000000,53494.12000000,53307.66000000,53453.26000000
1640574000000,53437.22000000,53494.12000000,53373.17000000,53460.70000000
1640577600000,53436.66000000,53494.12000000,53298.64000000,53415.75000000
1640581200000,53431.78000000,93343.93000000,50722.05000000,52567.66000000
1640584800000,52544.02000000,52603.14000000,50601.86000000,51302.72000000
1640588400000,51302.72000000,52576.44000000,49269.96000000,49269.96000000
1640592000000,49577.28000000,90633.30000000,49269.96000000,53707.35000000
1640595600000,53727.49000000,57654.00000000,50385.60000000,50587.50000000
1640599200000,50606.13000000,51013.80000000,50606.13000000,50927.52000000
1640602800000,50931.34000000,56002.97000000,50596.80000000,50719.40000000
1640606400000,50719.40000000,51343.55000000,50564.07000000,51117.77000000
1640610000000,51117.79000000,51458.10000000,50995.33000000,51299.37000000
1640613600000,51294.88000000,51762.67000000,50625.21000000,51503.22000000
1640617200000,51502.55000000,51754.12000000,49269.96000000,51444.69000000
1640620800000,51449.80000000,51632.69000000,51127.54000000,51464.83000000
1640624400000,51466.98000000,52032.30000000,51427.15000000,51852.98000000
1640628000000,51853.09000000,51962.29000000,51583.76000000,51688.05000000
1640631600000,51688.89000000,51725.59000000,51204.64000000,51211.56000000
1640635200000,51204.65000000,51370.62000000,50869.56000000,51229.05000000
1640638800000,51225.89000000,51419.13000000,50940.01000000,50954.44000000
1640642400000,50967.57000000,51250.01000000,50583.32000000,51020.01000000
1640646000000,51020.04000000,51054.65000000,50564.07000000,50700.92000000
1640649600000,50701.45000000,50715.15000000,49269.96000000,50354.46000000
1640653200000,50338.70000000,50338.70000000,49638.70000000,49818.62000000
1640656800000,49815.56000000,50001.62000000,49516.11000000,49775.32000000
1640660400000,49762.87000000,49826.26000000,49430.67000000,49826.26000000
1640664000000,49800.37000000,49800.37000000,48662.16000000,49043.98000000
1640667600000,49048.88000000,49241.37000000,48851.82000000,49204.32000000
1640671200000,49198.41000000,49362.44000000,49096.68000000,49216.88000000
1640674800000,49216.88000000,49556.34000000,48951.32000000,49228.57000000
1640678400000,49225.25000000,49831.84000000,49113.71000000,49375.40000000
1640682000000,49368.40000000,50302.08000000,48237.05000000,49027.10000000
1640685600000,49023.69000000,50040.09000000,48777.51000000,49033.20000000
1640689200000,49033.21000000,49235.45000000,48897.22000000,49200.04000000
1640692800000,49196.46000000,49500.11000000,49080.89000000,49103.79000000
1640696400000,49100.37000000,49403.17000000,48984.44000000,49021.92000000
1640700000000,49022.10000000,49153.00000000,48335.02000000,49080.07000000
1640703600000,49060.71000000,49230.00000000,48891.82000000,48937.81000000
1640707200000,48937.47000000,48971.20000000,48237.05000000,48627.96000000
1640710800000,48627.93000000,48650.00000000,47780.46000000,48030.43000000
1640714400000,48030.44000000,49088.12000000,47567.35000000,47797.00000000
1640718000000,47792.72000000,47868.56000000,47273.59000000,47686.68000000
1640721600000,47688.51000000,48045.45000000,47557.66000000,47785.71000000
1640725200000,47790.86000000,47928.79000000,47506.95000000,47559.31000000
1640728800000,47551.34000000,47736.78000000,47332.17000000,47690.06000000
1640732400000,47688.60000000,47795.92000000,47521.10000000,47536.51000000
1640736000000,47543.70000000,47846.88000000,47452.33000000,47770.00000000
1640739600000,47770.00000000,47968.80000000,47696.17000000,47749.13000000
1640743200000,47741.93000000,48052.75000000,47669.61000000,47991.55000000
1640746800000,47989.91000000,48132.28000000,47897.67000000,48001.00000000
1640750400000,48001.01000000,48053.00000000,47564.13000000,47780.01000000
1640754000000,47780.01000000,47977.99000000,47664.89000000,47896.31000000
1640757600000,47896.61000000,48050.61000000,47749.50000000,47845.69000000
1640761200000,47851.91000000,99999.00000000,47383.27000000,47569.52000000
1640764800000,47565.30000000,48476.34000000,47535.18000000,47720.99000000
1640768400000,47714.92000000,48063.73000000,47393.99000000,47944.67000000
1640772000000,47936.21000000,48106.74000000,47608.63000000,47698.15000000
1640775600000,47696.80000000,47757.05000000,47520.21000000,47737.14000000
1640779200000,47733.66000000,47859.42000000,46444.66000000,46840.85000000
1640782800000,46824.46000000,47517.10000000,45012.12000000,47416.72000000
1640786400000,47402.65000000,47888.92000000,47239.59000000,47826.01000000
1640790000000,47826.01000000,48035.55000000,47687.62000000,47954.58000000
1640793600000,47959.37000000,48037.07000000,36691.24000000,47727.60000000
1640797200000,47723.01000000,47794.05000000,47480.00000000,47554.90000000
1640800800000,47546.86000000,47763.70000000,45695.77000000,47520.17000000
1640804400000,47520.17000000,150000.00000000,36691.24000000,47164.75000000
1640808000000,47148.57000000,47699.06000000,47084.00000000,47369.95000000
1640811600000,47358.95000000,47502.57000000,36691.24000000,47208.52000000
1640815200000,47208.52000000,47562.18000000,36691.24000000,47274.45000000
1640818800000,47272.54000000,47371.70000000,46104.52000000,46466.49000000
1640822400000,46464.66000000,46796.96000000,45392.32000000,46692.67000000
1640826000000,46692.38000000,46729.02000000,46395.66000000,46530.53000000
